timestamp_ns,center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,score,class_id,manual_vx,manual_vy
15934421747829,1302.582,862.388,1278.256,837.373,48.653,50.030,2434.087,0.90500,0,0.27000,0.42000
15934589605810,1302.760,862.011,1278.320,836.766,48.879,50.491,2467.947,0.90204,0,0.27000,0.42000
15936156708342,1302.880,861.357,1278.648,836.460,48.465,49.793,2413.203,0.86272,2,0.27000,0.43000
15936357235902,1303.220,861.302,1279.033,836.427,48.375,49.749,2406.603,0.85749,2,0.27000,0.43000
15936523440431,1302.841,861.444,1278.689,836.850,48.304,49.189,2376.045,0.86019,2,0.27000,0.42000
15936824245551,1302.819,862.012,1278.758,837.008,48.123,50.009,2406.581,0.89589,0,0.27000,0.41000
15937124281375,1302.567,862.099,1277.978,836.695,49.178,50.807,2498.598,0.89663,0,0.27000,0.41000
15937291645072,1302.824,862.443,1278.424,837.391,48.800,50.103,2445.036,0.90529,0,0.27000,0.41000
15938292529421,1303.339,861.919,1279.154,837.003,48.371,49.831,2410.355,0.81179,2,0.27000,0.41000
15945465494545,1303.127,861.880,1278.695,836.698,48.865,50.364,2460.989,0.85195,2,0.25000,0.41000
15945635380355,1302.750,862.028,1278.486,836.866,48.527,50.323,2442.056,0.85901,2,0.25000,0.41000
15950237511778,1302.475,862.718,1277.718,837.402,49.513,50.633,2506.958,0.90149,0,0.26000,0.42000
15950407995341,1302.429,862.339,1278.056,837.460,48.746,49.758,2425.523,0.90246,0,0.26000,0.42000
15950537778667,1302.521,862.481,1278.138,837.497,48.766,49.968,2436.742,0.89566,0,0.26000,0.42000
15950637985558,1302.497,862.773,1278.098,837.695,48.799,50.156,2447.539,0.90102,0,0.26000,0.42000
15950804313605,1302.704,862.472,1278.108,837.482,49.192,49.979,2458.556,0.89584,0,0.26000,0.42000
15950938829633,1302.620,862.790,1277.764,837.359,49.712,50.863,2528.462,0.89817,0,0.26000,0.42000
15951205259995,1302.462,862.363,1277.908,836.963,49.108,50.800,2494.669,0.90525,0,0.26000,0.42000
15951305565693,1302.505,862.559,1277.990,837.363,49.031,50.393,2470.813,0.89661,0,0.26000,0.42000
15951472521814,1302.462,862.361,1278.044,837.064,48.837,50.594,2470.885,0.89225,0,0.26000,0.42000
15961949034582,1352.618,846.860,1328.151,821.217,48.935,51.287,2509.716,0.90090,0,0.31000,0.40000
15962049447692,1352.669,846.983,1328.172,821.304,48.994,51.359,2516.279,0.90484,0,0.31000,0.40000
15962215798470,1352.968,846.980,1327.967,821.027,50.001,51.906,2595.388,0.90768,0,0.31000,0.40000
15962350555774,1352.937,847.190,1328.294,821.358,49.285,51.665,2546.341,0.90464,0,0.31000,0.40000
15962449627935,1353.219,847.069,1328.945,821.541,48.547,51.058,2478.716,0.90535,0,0.31000,0.40000
15962585265070,1353.239,847.296,1328.649,821.778,49.179,51.035,2509.868,0.90919,0,0.31000,0.40000
15962717600705,1353.187,847.402,1328.377,821.754,49.621,51.297,2545.397,0.90780,0,0.31000,0.40000
15962852098528,1353.241,847.699,1328.504,822.163,49.474,51.072,2526.731,0.90842,0,0.31000,0.40000
15962984786796,1352.985,847.441,1328.416,821.772,49.139,51.337,2522.646,0.90710,0,0.31000,0.40000
15963084270200,1353.451,847.137,1328.539,821.186,49.825,51.901,2585.961,0.91054,0,0.31000,0.40000
15963249610019,1353.086,847.201,1328.145,821.115,49.882,52.173,2602.502,0.91048,0,0.31000,0.40000
15963351349771,1353.272,847.151,1328.545,821.490,49.454,51.321,2538.020,0.90723,0,0.31000,0.40000
15963485215442,1353.255,847.203,1328.700,821.786,49.111,50.835,2496.539,0.91178,0,0.31000,0.40000
15963584086879,1353.323,846.991,1328.774,821.674,49.098,50.635,2486.097,0.90991,0,0.31000,0.40000
15969523399760,1380.561,850.461,1355.516,824.988,50.089,50.947,2551.888,0.91577,0,0.32000,0.40000
15969659506745,1380.977,850.481,1356.303,825.204,49.349,50.555,2494.826,0.91737,0,0.32000,0.40000
15969757102940,1380.535,850.472,1355.607,824.940,49.855,51.064,2545.805,0.92144,0,0.32000,0.40000
15969889982287,1380.592,850.626,1355.755,825.029,49.674,51.195,2543.049,0.92389,0,0.32000,0.40000
15970061033989,1380.506,850.590,1355.808,825.291,49.395,50.599,2499.335,0.92167,0,0.32000,0.40000
15970157437863,1380.541,850.504,1355.434,824.746,50.214,51.516,2586.798,0.91944,0,0.32000,0.40000
15970291585949,1380.352,850.621,1355.401,825.270,49.903,50.703,2530.248,0.92392,0,0.32000,0.40000
15970457502195,1380.465,850.283,1355.672,825.052,49.585,50.462,2502.152,0.91977,0,0.32000,0.40000
15979933350673,1621.210,890.955,1595.830,865.271,50.760,51.367,2607.427,0.89755,0,0.50000,0.44000
15980068892203,1621.420,890.614,1595.650,864.517,51.541,52.193,2690.064,0.89246,0,0.50000,0.44000
15980333462003,1620.577,890.809,1594.804,864.518,51.546,52.582,2710.388,0.90135,0,0.50000,0.44000
15980468380001,1620.519,890.509,1595.021,864.118,50.995,52.781,2691.596,0.89915,0,0.50000,0.44000
15980703506057,1620.713,890.159,1595.756,864.242,49.914,51.835,2587.303,0.85895,2,0.50000,0.44000
15980835263190,1620.708,890.676,1595.365,864.491,50.685,52.371,2654.450,0.85360,2,0.50000,0.44000
15980969432058,1620.844,890.401,1595.587,864.765,50.515,51.272,2590.014,0.85788,2,0.50000,0.44000
16014567750574,1567.394,485.792,1542.630,460.486,49.528,50.612,2506.685,0.91343,0,0.46000,0.02000
16014735598744,1567.771,485.652,1542.677,460.458,50.187,50.388,2528.817,0.90604,0,0.46000,0.02000
16014935288917,1567.253,485.236,1542.299,460.075,49.908,50.321,2511.430,0.90508,0,0.46000,0.02000
16015070006344,1567.103,485.187,1542.244,459.992,49.718,50.391,2505.316,0.90647,0,0.46000,0.02000
16015168348383,1567.741,485.272,1543.029,460.049,49.424,50.446,2493.264,0.90998,0,0.46000,0.02000
16015336156022,1568.183,485.230,1543.041,459.849,50.285,50.763,2552.610,0.90795,0,0.46000,0.02000
16015570043602,1568.092,484.954,1543.159,459.976,49.865,49.958,2491.139,0.91061,0,0.46000,0.02000
